sentence,POS,LEM
قلب الضيا بعينه ظلام غضب غضبا شديد فلما سمع فلان من فلان ذلك الكلام فرح فرحا شديد انطرب طرباً شديد ارتعب رعبا شديد عذبه عذاباً شديد اقتتلوا قتالاً شديد بكا بكاءً شديد,noun noun_prop noun noun noun noun noun_prop conj verb noun prep noun pron_dem noun noun_prop adv noun_prop noun_prop noun noun_prop verb noun noun_prop verb noun noun_prop verb noun noun_prop noun_prop noun noun_prop,قَلْب الضيا عَيْن ظَلام غَضَب غَضَب شَدِيد لَمّا سَمِع فُلان مِن فُلان ذٰلِكَ كَلام فَرَح فَرَح شَدِيد انطرب طَرَب شَدِيد ٱِرْتَعَب رُعْب شَدِيد عَذَب عَذاب شَدِيد ٱِقْتَتَل قِتال شَدِيد بَك بُكاء شَدِيد
